text,summary
"మహారాష్ట్ర మాజీ ముఖ్యమంత్రి దివంగత ఏఆర్‌ అంతూలేపై పుస్తకావిష్కరణ సందర్భంగా సీఎం ఉద్ధవ్‌ ఠాక్రే ప్రధాని నరేంద్ర మోదీ కార్యక్రమం మన్‌ కీ బాత్‌పై వ్యంగ్యోక్తులు విసిరారు. అంతూలే శివసేన వ్యవస్ధాపకులు బాల్‌ ఠాక్రేకు అత్యంత సన్నిహితులని, ఈ పుస్తకం దిల్‌ కీ బాత్‌ వంటిదని, ఇది మన్‌ కీ బాత్‌కు భిన్నమైనదని ప్రధాని నరేంద్ర మోదీ రేడియో ద్వారా జాతిని ఉద్దేశించి చేసే ప్రసంగాన్ని ఉటంకిస్తూ చురకలు వేశారు. అంతూలే అద్భుత పరిపానా దక్షుడని, తన సిద్ధాంతాలకు కట్టుబడిన గొప్పనేతని కొనియాడారు.",మన్‌ కీ బాత్‌పై ఉద్ధవ్‌ సెటైర్లు
" పౌరసత్వ సరవణ చట్టం(సీఏఏ), ఎన్‌ఆర్‌సీ, ఎన్‌పీఆర్‌లను మహారాష్ట్రలో అమలుచేయవద్దని ఎస్పీ నేత అబూ అజ్మీ.. మహారాష్ట్ర ముఖ్యమంత్రి ఉద్ధవ్‌ ఠాక్రేను హెచ్చరించారు. కేరళ, పశ్చిమ బెంగాల్‌ ప్రభుత్వాలు సీఏఏపై వ్యతిరేకంగా తీర్మానం చేసినట్లుగా ఉద్ధవ్‌ ఠాక్రే ప్రభుత్వం కూడా తీర్మానం చేయాలని ఆయన విజ్ఞప్తి చేశారు. సీఏఏ ముస్లింల ప్రయోజనాలకు ఇబ్బంది కలిగించే విధంగా ఉందని అబూ అజ్మీ పేర్కొన్నారు. మహారాష్ట్ర ప్రభుత్వం ఎన్‌పీఆర్‌కు అనుమతి ఇస్తే తాము తీవ్రంగా వ్యతిరేకిస్తామని ఆయన అన్నారు. సీఏఏ, ఎన్‌పీఆర్‌లను మహారాష్ట్రలో అమలు చేయవద్దని అభ్యర్థించారు. ",సీఏఏపై ఉద్ధవ్‌ ఠాక్రేకి ఎస్పీ నేత హెచ్చరిక
"పౌరసత్వ సవరణ చట్టం(సీఏఏ), జాతీయ జనాభా పట్టిక(ఎన్నార్సీ)లపై ఎటువంటి ఆందోళన అవసరం లేదని శివసేన చీఫ్‌, మహారాష్ట్ర ముఖ్యమంత్రి ఉద్ధవ్‌ ఠాక్రే అన్నారు. వాటి కారణంగా ఎవరినీ దేశం నుంచి బయటకు పంపబోరని పేర్కొన్నారు. ప్రధాని నరేంద్ర మోదీతో ఉద్ధవ్‌ శుక్రవారం భేటీ అయ్యారు. ఈ సందర్భంగా ఆయన మాట్లాడుతూ.. దేశవ్యాప్తంగా ఎన్నార్సీ అమలుకాబోదని కేంద్రం హామీ ఇచ్చిందన్నారు. ‘‘మహారాష్ట్ర అవసరాలను మోదీకి వివరించాను. మహారాష్ట్ర అభివృద్ధికి అన్ని విధాలుగా సహకరిస్తానని ఆయన హామీ ఇచ్చారు. అదేవిధంగా సీఏఏ, ఎన్నార్సీ, ఎన్‌పీఆర్‌ గురించి మేం చర్చించాం. సీఏఏపై నా వైఖరి స్పష్టం చేశాను. సీఏఏ కారణంగా ఎవరూ ఆందోళన చెందాల్సిన పనిలేదు. అణచివేతకు గురైన మైనార్టీలకు మాత్రమే ప్రయోజనం చేకూరుతుంది.  ఎన్నార్సీ అమలు చేయబోమని కేంద్ర ప్రభుత్వం తేల్చిచెప్పింది. కాబట్టి ఇప్పటివరకు ఎటువంటి సమస్యాలేదు. ఒకవేళ సీఏఏ, ఎన్నార్సీ కారణంగా ఏవైనా ఇబ్బందులు తలెత్తితే.. అప్పుడు మేం కచ్చితంగా వాటిని వ్యతిరేకిస్తాం’’అని భేటీ అనంతరం ఉద్ధవ్‌ ఠాక్రే పేర్కొన్నారు.",కేంద్ర ప్రభుత్వం హామీ ఇచ్చింది: ఉద్ధవ్‌ ఠాక్రే
అహ్మదాబాద్‌ నుంచి బెంగళూరు వెళ్లేందుకు సిద్ధమవుతున్న గోఎయిర్‌కు చెందిన జీ8–802 విమానం ఇంజిన్‌ను పక్షి ఢీ కొట్టడంతో కుడి పక్క ఇంజిన్‌లో మంటలు రేగాయి. దీంతో విమానాన్ని నిలిపివేసి ప్రయాణికులను దించేశారు. అనంతరం విమానాన్ని రన్‌వే నుంచి దూరంగా తీసుకెళ్లారు. ఈ ఘటన అహ్మదాబాద్‌ విమానాశ్రయంలో మంగళవారం చోటుచేసుకుంది. ఇందులో సిబ్బంది కాకుండా మొత్తం 134 మంది ప్రయాణికులు ఉన్నారు. వారంతా సురక్షితంగా ఉన్నారని గోఎయిర్‌ సంస్థ అధికార ప్రతినిధి తెలిపారు. దాదాపు మూడున్నర గంటల తర్వాత మరొక విమానంలో ప్రయాణికులను గమ్యస్థానాలకు పంపించారు.,విమానం ఇంజిన్లో మంటలు..
కోవిడ్‌-19(కరోనా వైరస్‌) కష్టాలు ప్రపంచ వ్యాప్తంగా ప్రజలను వెంటాడుతూనే ఉన్నాయి. ఈ మహమ్మారి సోకి ఉంటుందనే అనుమానంతో నిర్బంధలో ఉన్నవాళ్లు కొందరైతే.. దాని ఆనవాళ్లు బయటపడేలోపే కన్నుమూసిన వాళ్లు ఇంకొందరు. ప్రత్యక్షంగా కాకపోయినా పరోక్షంగా ఈ ప్రాణాంతక వైరస్‌ ఓ భారతీయ కుటుంబాన్ని తీవ్ర మనోవేదనకు గురిచేస్తోంది. గుండెపోటుతో మరణించిన తల్లికి అంత్యక్రియలు చేయలేక ఓ తనయుడు విలవిల్లాడిపోతున్నాడు. తల్లి శవాన్ని భారత్‌కు తీసుకొచ్చేందుకు తగిన ఏర్పాట్లు చేయాలని అధికారులకు విజ్ఞప్తి చేసినా వారు పట్టించుకోవడం లేదంటూ ఆవేదన వ్యక్తం చేస్తున్నాడు.,గుండెపోటుతో తల్లి మృతి.. చైనాలో శవం
ల్లీకూతుళ్ల మధ్య తలెత్తిన వివాదం చివరికి విషాదంగా ముగిసింది. తల్లి మాటలకు మనస్తాపం చెందిన కూతురు ఫినాయిల్‌ తాగగా.. కూతురితో గొడవ కారణంగా తల్లి ఆత్మహత్యకు పాల్పడింది. ఈ విషాదకర ఘటన మహారాష్ట్రలోని ఒశివారాలో చోటుచేసుకుంది. వివరాలు...  శశి కోమల్‌ సాగర్‌(52) అనే వివాహిత తన కుటుంబ సభ్యులతో కలిసి లోఖండ్‌వాలా మార్కెట్‌ ఏరియాలో నివాసం ఉంటోంది. ఈ క్రమంలో ఆదివారం సాయంత్రం గాజుల విషయమై తన కూతురు ప్రియతో గొడవకు దిగింది. దీంతో ఇద్దరి మధ్య మాటామాటా పెరిగి.. ప్రియ ఫినాయిల్‌ తాగింది.,కూతురితో గొడవ.. తల్లి ఆత్మహత్య!
"మహారాష్ట్ర ప్రదేశ్‌ కాంగ్రెస్‌ కమిటీ (పీసీసీ)  అధ్యక్ష పదవి తనకే కట్టబెట్టాలని ప్రజా పనుల శాఖ మంత్రి అశోక్‌ చవాన్‌ డిమాండ్‌ చేశారు. రెవెన్యూ శాఖ మంత్రి, మహారాష్ట్ర ప్రదేశ్‌ కాంగ్రెస్‌ కమిటీ (పీసీసీ) అధ్యక్షుడు బాలాసాహెబ్‌ థొరాత్‌ పనితీరు సక్రమంగా లేదని చవాన్‌ లేఖలో ఆరోపించారు. థోరాత్‌ కారణంగానే గత సంవత్సరం అక్టోబర్‌లో జరిగిన అసెంబ్లీ ఎన్నికల్లో తక్కువ స్థానాలు వచ్చాయని ఆరోపిస్తూ నేరుగా కాంగ్రెస్‌ నాయకురాలు సోనియా గాంధీకి లేఖ రాశారు. అందులో పీసీసీ పదవీ బాధ‍్యతలు తనకే కట్టబెట్టాలని కోరారు. గత సంవత్సరం జరిగిన లోక్‌సభ ఎన్నికల్లో ఘోర పరాజయం తర్వాత పీసీసీ అధ్యక్ష పదవి నుంచి అశోక్‌ చవాన్‌ను తొలగించారు. ఆ తర్వాత ఆ పదవిలో థోరాత్‌ను నియమించారు. కానీ, మళ్లీ ఆ పదవిలో కొనసాగాలని చవాన్‌ ఉవ్వీళ్లూరుతున్నారు. దీంతో ఆ పదవి తనకే కట్టబెట్టాలని సోనియాకు రాసిన లేఖలో డిమాండ్‌ చేశారు.",సోనియాకు అశోక్‌ చవాన్‌ లేఖాస్త్రం
"కేంద్ర ప్రభుత్వం తీసుకువచ్చిన పౌరసత్వ సవరణ చట్టం(సీఏఏ), జాతీయ పౌర జాబితా(ఎన్నార్సీ), జాతీయ జనాభా పట్టిక(ఎన్‌పీఆర్‌)ను నిరసిస్తూ మహారాష్ట్రలో వేలాది మంది ఒక్కచోటకు చేరారు. ‘‘హమ్‌ దేఖేంగే’’ అంటూ ఉర్దూ కవి ఫైజ్‌ అహ్మద్‌ ఫైజ్‌ పద్యాల్లోని పంక్తులను ఉటంకిస్తూ ప్రధాని నరేంద్ర మోదీ, హోం మంత్రి అమిత్‌ షాకు వ్యతిరేకంగా పెద్ద ఎత్తున నినాదాలు చేశారు. ’’పౌరసత్వ సవరణ చట్టం, ప్రతిపాదిత జాతీయ పౌర జాబితా, జాతీయ జనాభా పట్టిక జాతీయ వ్యతిరేక కూటమి’’ ... మహా-మోర్చా పేరిట ముంబైలోని చరిత్రాత్మక ఆజాద్‌ మైదాన్‌లో చేపట్టిన నిరసన కార్యక్రమం జనసంద్రాన్ని తలపించింది.",జన సంద్రమైన ‘ఆజాద్‌’ మైదాన్‌!
మహారాష్ట్రలో శివసేన–కాంగ్రెస్‌–ఎన్సీపీల ఉమ్మడి ప్రభుత్వం ఏర్పడ్డాక సీఎం ఉద్ధవ్‌ ఠాక్రేపై ఎన్సీపీ చీఫ్‌ శరద్‌పవార్‌ మొదటిసారి విమర్శలు చేశారు. కోరెగావ్‌–భీమా అల్లర్ల కేసును రాష్ట్ర పోలీసుల నుంచి ఎన్‌ఐఏకు బదిలీ చేయడంపై ఆయన శుక్రవారం మండిపడ్డారు. ఈ కేసును ఎన్‌ఐఏకు బదిలీ చేస్తూ పుణే కోర్టు ఆదేశాలు జారీ చేయడంపై ఆయన ఈ విమర్శలు చేశారు. కేసును బదిలీ చేయడంపై తమకేమీ అభ్యంతరం లేదని ప్రాసిక్యూషన్‌ చెప్పడంతో కేసు బదిలీ అయింది. ఇలా చేయడం రాష్ట్ర ప్రభుత్వం చేసిన తప్పిదమని శరద్‌ పవార్‌ పేర్కొన్నారు.,ఠాక్రేను విమర్శించిన పవార్‌
"హైదరాబాద్‌ సెంట్రల్‌ యూనివర్సిటీ విద్యార్థినికి క్యాంపస్ ప్లేస్‌మెంట్‌లో భారీ ప్యాకేజీతో ఆఫర్‌ వచ్చింది. స్కూల్‌ ఆఫ్‌ కంప్యూటర్‌ అండ్‌ ఇన్ఫర్మేషన్‌ సైన్సెస్‌లోని ఎంసీఏ విద్యార్థిని వి. నందిని సోని క్యాంపస్‌ ప్లేస్‌మెంట్‌లో అడోబ్‌ సిస్టమ్స్‌ కంపెనీలో ఉద్యోగానికి ఎంపికయ్యారు. హెచ్‌సీయూలోని ప్లేస్‌మెంట్‌ గైడెన్స్‌ అండ్‌ అడ్వైజరీ బ్యూరో సమన్వయంతో ఈ ప్లేస్‌మెంట్‌ను నిర్వహించారు. రూ.43 లక్షల వార్షిక వేతనంతో ఉద్యోగానికి నందినిని అడోబ్‌ సిస్టమ్స్‌ కంపెనీ ఎంపిక చేసింది. దీంతో హెచ్‌సీయూలో చరిత్రలో ఇప్పటి వరకు అత్యధిక ప్యాకేజీ అందుకున్న విద్యార్థినిగా నందిని సోనీ నిలిచారు. నందిని తన పాఠశాలను విద్యను మహారాష్ట్రలోని బోయిసర్‌ అటామిక్‌ ఎనర్జీ సెంట్రల్‌ స్కూల్‌లో పూర్తి చేశారు. అహ్మదాబాద్‌లోని సెయింట్‌ జేవీయర్స్‌ కళాశాలలో బీసీఏ చదివారు. కాగా, ఈ ఏడాది క్యాంపస్‌ ప్లేస్‌మెంట్‌లో 200 మందిపైగా విద్యార్థులు ఉద్యోగాలు సాధించారని హెచ్‌సీయూ ప్లేస్‌మెంట్‌ గైడెన్స్‌ అండ్‌ అడ్వైజరీ బ్యూరో చైర్మన్‌ రాజీవ్‌ వాంకర్‌ తెలిపారు.",హెచ్‌సీయూ విద్యార్థినికి రికార్డు ప్యాకేజీ
ముంబైలో దారుణం చోటుచేసుకుంది. ఓ మహిళకు చెందిన పెంపుడు కుక్క మొరిగిందని మరో నలుగురు మహిళలు ఆమెపై దాడి చేయడంతో బాధితురాలు గుండుపోటుతో మరణించింది. ఈ విషాద ఘటన డోంబివ్లిలో మంగళవారం చోటుచేసుకుంది.  వివరాలు.. నాగమ్మ శెట్టి(35) అనే వితంతు మహిళ తన కూతురితో కలిసి డొంబివ్లిలోని మన్పాడలో నివాసం ఉంటుంది. ఈ క్రమంలో ఆమె పెంపుడు కుక్క ఓ రోజు ఏకధాటిగా అరవడంతో అదే వీధికి చెందిన నలుగురు మహిళలు భరించలేక సదరు మహిళను కుక్క అరవకుండ చూసుకోమని హెచ్చరించారు. అయినప్పటికీ కుక్క అదే పనిగా అరవడంతో ఆవేశానికి లోనైన మహిళలు కుక్క యజమానితో వాగ్వాదానికి దిగారు. వీరి మధ్య మాటలు ముదిరి గొడవ తీవ్ర స్థాయికి చేరింది. అనంతరం ఆ నలుగురు మహిళలు దాడి చేసి కుక్క యజమానిని కింద పడేసి ఛాతిపై కాళ్లతో తన్నారు. దాడిలో గాయపడిన మహిళ పోలీసు స్టేషన్‌కు వెళ్లి ఈ ఘటనపై  ఫిర్యాదు చేసింది. అనంతరం ఛాతిలో తీవ్రమైన నొప్పి రావడంతో ఆసుపత్రికి వెళ్లిన ఆమెకు చికిత్స అందిస్తుండగా మరణించింది.,కుక్క మొరిగిందని దాడి
"అక్రమంగా భారత్‌లో నివాసముంటున్న పాకిస్తానీయులు, బంగ్లాదేశీలను తిప్పి పంపాల్సిందేనని మహారాష్ట్ర నవనిర్మాణ సేన అధ్యక్షుడు రాజ్‌ ఠాక్రే డిమాండ్‌ చేశారు. పౌరసత్వ సవరణ చట్టం (సీఏఏ), జాతీయ పౌరపట్టిక (ఎన్నార్సీ)లకు మద్దతుగా ఆదివారం ముంబైలో గిర్గావ్‌ చౌపట్టి నుంచి ఆజాద్‌ మైదానం వరకు భారీ ర్యాలీ నిర్వహించారు. ఈ ర్యాలీకి వేలాది మంది కార్యకర్తలు హాజరయ్యారు. అనంతరం ఆజాద్‌ మైదానంలో ఆయన మాట్లాడుతూ.. సీఏఏ, ఎన్నార్సీలపై నిరసనలు ఎందుకు చేస్తున్నారంటూ సీఏఏ వ్యతిరేక నిరసనకారులను ప్రశ్నించారు.","సీఏఏ, ఎన్నార్సీలపై నిరసనలెందుకు?"
"తన హిందుత్వను రుజువు చేసుకోవాల్సిన అవసరం లేదని తన హిందుత్వ స్వచ్ఛమైన బాలాసాహెబ్‌ హిందుత్వేనని మహారాష్ట్ర సీఎం, శివసేన చీఫ్‌ ఉద్ధవ్‌ ఠాక్రే స్పష్టం చేశారు. తాను తన జెండాను మార్చలేదని, తమ హిందుత్వ అంటే ఏంటో యావత్‌ ప్రపంచానికి తెలుసని ఆయన చెప్పుకొచ్చారు. పాక్‌, బంగ్లాదేశ్‌ల నుంచి అక్రమంగా వలసవచ్చి భారత్‌లో నివసిస్తున్న వారిని స్వదేశాలకు పంపాలని కోరుతూ రాజ్‌ ఠాక్రేకు చెందిన ఎంఎన్‌ఎస్‌ మహా ర్యాలీ నిర్వహించిన నేపథ్యంలో ఉద్ధవ్‌ ఈ వ్యాఖ్యలు చేశారు. శివసేన కార్యాలయంలో జరిగిన అఖిల పక్ష భేటీలో ఉద్ధవ్‌ ఠాక్రే మాట్లాడుతూ కాంగ్రెస్‌-ఎన్సీపీలతో చేతులు కలిపినంత మాత్రాన శివసేన హిందుత్వ సిద్ధాంతానికి దూరమైనట్టు కాదని వ్యాఖ్యానించారు.",మాది స్వచ్ఛమైన హిందుత్వ
"పెళ్లి అనేది అందరికీ ఒక తీపి జ్ఞాపకం. అందుకే ఖర్చుకు వెనకాడకుండా ధనవంతుల నుంచి పేద, మధ్య తరగతి కుటుంబాలు తమ స్థోమతకు మించి పెళ్లిళ్లను ఘనంగా నిర్వహిస్తుంటారు. దీనికోసం అనవసరమైతే అప్పులు కూడా చేసి ఇబ్బందులు పడుతుంటారు. ఈ నేపథ్యంలో ప్రస్తుతం దేశ ఆర్థిక రాజధాని ముంబైతోపాటు రాష్ట్రంలోని ఇతర నగరాల్లో పెళ్లి కోసం లోను తీసుకుని వారి సంఖ్య పెరుగుతోంది. గతేడాదితో పోలిస్తే ముంబైలో వెడ్డింగ్‌ లోన్‌ కోసం చేసుకున్న దరఖాస్తుల సంఖ్య 51 శాతం పెరిగింది. దరఖాస్తు చేసుకున్న వారిలో పురుషులతో పోలిస్తే మహిళలే అధికంగా ఉన్నారు. ఈ నెల 9వ తేదీన ప్రపంచ వెడ్డింగ్‌ డే ఉంది. ",బ్యాంకుల్లో పెళ్లికి రుణాలు తీసుకుంటున‍్న ప్రజలు
అత్యాచార దోషులకు తక్కువ సమయంలో శిక్ష విధించడమే లక్ష్యంగా ఆంధ్రప్రదేశ్‌ ప్రభుత్వం తీసుకొచ్చిన దిశా చట్టాన్ని తమ రాష్ట్రంలో అమలు చేసే అంశం పరిశీలిస్తామని మహారాష్ట్ర హోంశాఖ మంత్రి అనిల్‌ దేశ్‌ముఖ్‌ సోమవారం చెప్పారు. త్వరలోనే తాను ఆంధ్రప్రదేశ్‌లో పర్యటించి దిశ చట్టం గురించి లోతుగా తెలుసుకుంటానని చెప్పారు. ఈ చట్టం ప్రకారం మహిళలపై అఘాయిత్యాలు జరిగిన మూడు వారాల్లోనే దోషికి శిక్ష పడే అవకాశం ఎక్కువగా ఉంటుంది. వార్ధాలో మహిళకు నిప్పు పెట్టిన కేసుపై ఫాస్ట్‌ ట్రాక్‌ విచారణ జరిపి త్వరలోనే దోషికి శిక్ష పడేలా చేస్తామని అనిల్‌ అన్నారు. నాగ్‌పడా ప్రాంతంలో కొందరు పోలీసుల అనుమతి లేకుండానే సీఏఏపై నిరసనలు చేస్తున్నారని చెప్పారు. సీఏఏ వల్ల పౌరసత్వం పోదని వారికి వివరించామని చెప్పారు,మహారాష్ట్రలో దిశ చట్టం
మహారాష్ట్రలో దారుణం చోటు చేసుకుంది. 25 ఏళ్ల యువతిపై ఒక దుండగుడు పెట్రోలు పోసి నిప్పంటించిన ఘటన సోమవారం వార్ధా జిల్లాలోని హింగణ్‌ఘాట్‌లో జరిగింది. కాలేజీలో లెక్చరర్‌గా పనిచేస్తున్న అంకితని వివాహితుడైన వికేశ్‌ నగ్రాలె గత కొన్నాళ్లుగా ప్రేమ పేరుతో వేధిస్తున్నాడు. కాలేజీకి బయల్దేరిన యువతిని సోమవారం ఉదయం నందోరి చౌక్‌ వద్ద అడ్డగించిన వికేశ్‌.. అకస్మాత్తుగా ఆమె తలపై పెట్రోలు పోసి నిప్పంటించాడు.  40శాతం కాలిన గాయాలైన బాధితురాలిని స్థానికులు ఆస్పత్రిలో చేర్పించారు. నాగ్‌పూర్‌లో ఆస్పత్రిలో ఆమె పరిస్థితి విషమంగా ఉందని వైద్యులు తెలిపారు.,లెక్చరర్‌కు నిప్పంటించాడు
హత్యాకాండలో నిందితుడైన వ్యక్తి పెళ్లికొడుకు మేకప్‌తో ఊరేగింపులో ఉండగా పోలీసులు గురువారం అరెస్టు చేశారు. లోగడ జరిగిన హత్యాకాండలో సదరు పెళ్లి కొడుకు ప్రధాన నిందితుడు.  కొద్ది కాలంగా పోలీసులకు చిక్కకుండా అదృశ్యయ్యాడు. చివరికి పెళ్లికొడుకు ముస్తాబుతో మరి కొద్ది సమయంలో తాళి కట్టి దాంపత్య జీవనంలోకి అడుగిడే చివరి క్షణంలో పోలీసులకు చిక్కాడు. కటక్‌ జిల్లాలోని అఠొగొడొ ప్రాంతంలో ఈ సంఘటన జరిగింది. పెళ్లి కోసం కారులో ఊరేగుతున్న సమయంలో పోలీసులు గుర్తించి పెళ్లి కొడుకును అదుపులోకి తీసుకున్నారు. పెళ్లి మండపానికి వెళ్లాల్సిన ఘడియల్లో కటకటాల వైపు అడుగు వేయాల్సి రావడం విచారకరం. సమసర్‌పూర్‌ గ్రామానికి చెందిన యువతితో ఢెంకనాల్‌ జిల్లా తాలొబొరొకోట్‌ గ్రామానికి చెందిన యువకుడికి వివాహం నిశ్చయమైంది.,కొద్ది నిమిషాల్లో పెళ్లి.. మేకప్‌తో ఊరేగింపులో ఉండగా..
"నగర పోలీసులు ఇప్పటి వరకు గంజాయి విక్రేతలు, రవాణా చేసే దళారుల్ని మాత్రమే పట్టుకున్నారు. తొలిసారిగా నార్త్‌జోన్‌ టాస్క్‌ఫోర్స్‌    పోలీసులు ఈ మాదకద్రవ్యాన్ని పండించేవారికీ                చెక్‌ చెప్పారు. విశాఖ ఏజెన్సీకి చెందిన ఇద్దరు రైతులు సహా మొత్తం నలుగురిని పట్టుకున్నారు. వీరి నుంచి రూ.6.7 లక్షల విలువైన సరుకు స్వాధీనం చేసుకున్నట్లు డీసీపీ పి.రాధాకిషన్‌రావు బుధవారం వెల్లడించారు. పరారీలో ఉన్న మిగిలిన నిందితుల కోసం గాలిస్తున్నామని పేర్కొన్నారు. ఒడిశాలో పండిస్తున్న గంజాయిని ఈ గ్యాంగ్‌ భద్రాచలం మీదుగా సిటీకి తరలిస్తున్నట్లు తెలిపారు. ",ప్రైవేట్‌ బస్సుల ద్వారానే నగరానికి  అక్రమ రవాణా
"ఈ నెల 6న శుక్రవారం ఒడిశాలోని ఖుర్దారోడ్‌ స్టేషన్‌ నుంచి ఉదయం 10.30 గంటలకు బయల్దేరిన గూడ్సు రైలు బండి అదే రోజు సాయంత్రం 5.30 గంటలకు ఆంధ్రప్రదేశ్‌లోని పలాస స్టేషన్‌ చేరుకుంది. మర్నాడు మళ్లీ ఉదయం 5.45 గంటలకు పలాసలో బయల్దేరి అదే రోజు సాయంత్రం 7 గంటలకు ఖుర్దారోడ్డు స్టేషన్‌కు చేరుకుంది. ఈస్టుకోస్టు రైల్వే వారి గూడ్సు రైలు బండి అది. ఏమున్నాయ్‌ అంతగా ఆ రైలు బండిలో! వజ్రాలా.. ఇంత ఉపోద్ఘాతం ఇస్తున్నారు! వజ్రాలకన్నా విలువైనవే ఉన్నాయి. అయితే రైల్లో లేవు. రైలు నడుపుతున్న వాళ్లలో ఉన్నాయి. వాళ్లలో ఉన్నది వజ్ర సంకల్పం! 20 గంటల పాటు 400 కి.మీ.ల దూరం ఆ గూడ్సును నడిపినవారు ముగ్గురూ మహిళలే. గతంలో మహిళలు గూడ్సు బళ్లు్ల నడపలేదని కాదు. పక్కన పురుషులు కూడా ఉండేవారు. మహిళలే తమకు తాముగా, పురుషులు పక్కన లేకుండా గూడ్సు బండిని నడపడం ఇదే మొదటిసారి. లోకో పైలెట్‌ మున్నీ టిగ్గా, అసిస్టెంట్‌ లోకో పైలట్‌ రాజేశ్వరీ బిస్వాల్, గార్డు రేవతి సింగ్‌.. మూసివేసిన కంటెయినర్‌ల లోడ్‌తో ఉన్న ఈ బండిని నడిపారు. వివిధ స్టేషన్‌లలో స్టేషన్‌ మాస్టర్‌లు ఇచ్చే సిగ్నల్స్‌కి అనుగుణంగా వేగాన్ని నియంత్రించుకుంటూ విజయవంతంగా ప్రయాణం సాగించారు. ‘‘క్యారేజ్‌ బండ్లను నడపడం ఎవరికైనా కాస్త కష్టమైన పనే. అయితే మగాళ్లకు దీటుగా మేము మా శక్తిని నిరూపించుకున్నాం’’ అన్నారు టిగ్గా (35). ఆమెది ఒడిశాలోని సుందర్‌ఘర్‌ జిల్లా. ఐటిఐలో మెకానికల్‌ గ్రేడ్‌ని పూర్తి చేశాక 2011లో అసిస్టెంట్‌ లోకో పైలట్‌గా చేరి, 2016లో లోకో పైలట్‌ అయ్యారు.",వజ్రాల బండి.. అంతా మహిళలేనండి
ముత్యాల్లాంటి అక్షరాలు... మూల్యాంకనం చేసేవారిని ఆకర్షిస్తాయి. అధిక మార్కులు వేసేలా ప్రేరేపిస్తాయి. ప్రతీ విద్యార్థి చేతిరాతను మార్చుకోవాలి... భవిష్యత్‌ను బాగుచేసుకోవాలని ఉపాధ్యాయులు సూచిస్తున్నారు. అందంగా.. అర్థమయ్యేలా.. సరైన జవాబులు రాస్తే పదో తరగతిలో పదికిపది పాయింట్లు సాధన సులభమని చెబుతున్నారు. చేతిరాతతో జీవితాన్ని మార్చుకోవాలని బోధిస్తున్నారు.,చేతిరాత  భవిష్యత్‌కు బాట
ఆదర్శ పాఠశాలలో చదువుతున్న ఓ విద్యార్థిని తాను ఉంటున్న హాస్టల్‌ గదిలో శుక్రవారం చున్నీతో ఉరివేసుకుని ఆత్మహత్యకు పాల్పడింది. కొరాపుట్‌ జిల్లా జయపురం సబ్‌డివిజన్‌ బొయిపరిగుడ సమితి చంద్రపొడ గ్రామంలోని ఆదర్శ పాఠశాలలో ఈ విషాద సంఘటన జరిగింది. ఆ పాఠశాల హాస్టల్‌లో ఉంటూ చదువుకుంటున్న విద్యార్థిని ఆత్మహత్యకు పాల్పడిందన్న విషయం తోటి విద్యార్థుల్లో తీవ్ర విషాదం నింపడంతో పాటు భయాందోళన రేకెత్తించింది. వివరాలిలా ఉన్నాయి.,విద్యార్థిని ఆత్మహత్య
"ఇంట్లో తండ్రి మృతదేహం ఉండగా... పుట్టెడు దుఖంతో పరీక్షకు హాజరయ్యాడు కుమారుడు. కన్నీటిని దిగమింగుకొని పరీక్షను రాశాడు. వివరాల్లోకి వెళ్తే.. మండలంలోని దుమ్మెద గ్రామానికి చెందిన పతివాడ రాంబాబు చీపురుపల్లిలోని ఓ ప్రైవేటు కళాశాలలో ఇంటర్‌ ద్వితీయ సంవత్సరం చదువుతున్నాడు. తండ్రి పతివాడ సత్యం(55) కొన్నాళ్లుగా అనారోగ్యంతో బాధపడుతూ గురువారం ఉదయం మృతి చెందాడు. అల్లారు ముద్దుగా పెంచి పెద్ద చేసిన తండ్రి మృతి చెందడంతో రాంబాబు ఒక్కసారిగా కుప్పకూలిపోయాడు. పరీక్షకు హాజరు కావాలా! వద్దా! అనే మీమాంసలో చివరకు తన దుఖాన్ని గుండెల్లో దాచుకొని పరీక్షకు హాజరయ్యాడు. తనను ఎంతో కష్టపడి చదివించిన తండ్రి ఆశయం నెరవేర్చాలని, జన్మనిచ్చిన తండ్రి ఇకరారని తెలుసుకుని ఆయన ఆశయానికి విలువనిచ్చి పరీక్ష రాసేందుకు చీపురుపల్లిలోని జీవీఆర్‌ కళాశాలకు వెళ్లాడు. ఈ ఘటన గ్రామస్తులను కన్నీరు పెట్టించాయి. సత్యం మృతితో కుటుంబ సభ్యులు కన్నీరుమున్నీరవుతున్నారు.",ఇంట్లో తండ్రి మృతదేహం
